Gouvernorat,Délégation,Localité,Prix,Taille,Proximité,Infrastructure,Type_Agriculture,Additional_Features,Taille_m2,Prix_m2
Tunis,Sidi Hassine,Gammarth,14884714,33805 m²,,,vigne,titre foncier,33805.08,440.31
Tunis,Carthage,Birine,2204568,6728 m²,,électricité,olivier,,6728.22,327.66
Tunis,La Marsa,Les Berges du Lac 2,1358531,9856 m²,,aucune,agrumes,titre foncier,9856.57,137.83
Tunis,La Marsa,Gammart,20629675,50868 m²,,,agrumes,,50868.39,405.55
Tunis,La Marsa,Birine,11300274,48279 m²,,,olivier,titre foncier,48279.39,234.06
Tunis,Sidi Hassine,Birine,26592330,40055 m²,,eau,olivier,,40055.93,663.88
Tunis,Sidi Hassine,Sidi Hassine,3476934,36476 m²,,eau,agrumes,titre foncier,36476.44,95.32
Tunis,La Marsa,Les Berges du Lac 2,36878613,53766 m²,,aucune,agrumes,,53766.75,685.9
Tunis,Sidi Hassine,El Aouina,3114536,24777 m²,,eau,vigne,titre foncier,24777.54,125.7
Tunis,La Marsa,Sijoumi,13221430,18669 m²,,électricité,olivier,titre foncier,18669.59,708.18
Tunis,Carthage,Les Berges du Lac 2,10701259,30169 m²,,aucune,vigne,titre foncier,30169.89,354.7
Tunis,La Marsa,El Aouina,2478585,13383 m²,,eau,vigne,,13383.29,185.2
Tunis,Sidi Hassine,Gammart,565175,4668 m²,,eau,agrumes,titre foncier,4668.17,121.07
Tunis,Sidi Hassine,Sidi Hassine,9096299,22471 m²,,eau,agrumes,,22471.65,404.79
Tunis,La Marsa,Sidi Hassine,1859599,39684 m²,,eau,vigne,titre foncier,39684.15,46.86
Tunis,La Marsa,Les Berges du Lac 2,14434539,25443 m²,,eau,,titre foncier,25443.83,567.31
Tunis,Carthage,El Aouina,6889344,12932 m²,,aucune,,,12932.15,532.73
Tunis,Carthage,Sijoumi,4653934,8071 m²,,aucune,olivier,titre foncier,8071.2,576.61
Tunis,Sidi Hassine,Birine,28895608,49537 m²,,aucune,agrumes,titre foncier,49537.31,583.31
Tunis,La Marsa,Gammart,18289593,58567 m²,,,,titre foncier,58567.93,312.28
Tunis,Sidi Hassine,Gammarth,658504,10566 m²,,électricité,vigne,,10566.51,62.32
Tunis,La Marsa,Sijoumi,13808700,28447 m²,,eau,agrumes,,28447.5,485.41
Tunis,La Marsa,Gammart,2222311,4877 m²,,aucune,olivier,,4877.34,455.64
Tunis,Carthage,Gammart,510142,42689 m²,,eau,,titre foncier,42689.74,11.95
Tunis,Carthage,Gammart,22972792,52381 m²,,,olivier,,52381.13,438.57
Tunis,La Marsa,Gammart,5001088,7460 m²,,aucune,agrumes,titre foncier,7460.08,670.38
Tunis,Sidi Hassine,Birine,9760107,26274 m²,,eau,,titre foncier,26274.99,371.46
Tunis,La Marsa,Gammarth,20657855,46817 m²,,électricité,olivier,,46817.73,441.24
Tunis,Carthage,Sijoumi,1826491,10085 m²,,aucune,,,10085.54,181.1
Tunis,La Marsa,Sijoumi,19152194,49841 m²,,eau,agrumes,titre foncier,49841.76,384.26
Tunis,Carthage,El Aouina,4106656,5742 m²,,,olivier,,5742.13,715.18
Tunis,La Marsa,Gammarth,9844560,30434 m²,,électricité,olivier,titre foncier,30434.23,323.47
Tunis,La Marsa,Gammart,10717323,25580 m²,,électricité,vigne,titre foncier,25580.78,418.96
Tunis,Carthage,Les Berges du Lac 2,8478617,53624 m²,,eau,vigne,titre foncier,53624.8,158.11
Tunis,La Marsa,Birine,27420334,51591 m²,,électricité,olivier,,51591.44,531.49
Tunis,Carthage,Sidi Hassine,1630175,15465 m²,,électricité,vigne,titre foncier,15465.09,105.41
Tunis,Sidi Hassine,El Aouina,17999191,47144 m²,,électricité,vigne,titre foncier,47144.22,381.79
Tunis,Carthage,Gammarth,13347148,30045 m²,,,,titre foncier,30045.58,444.23
Tunis,Sidi Hassine,Les Berges du Lac 2,15226611,24934 m²,,électricité,,,24934.68,610.66
Tunis,La Marsa,Gammarth,1710089,15124 m²,,aucune,,,15124.17,113.07
Tunis,La Marsa,Gammarth,4414456,7569 m²,,aucune,olivier,,7569.24,583.21
Tunis,La Marsa,Sijoumi,39402654,56899 m²,,aucune,agrumes,titre foncier,56899.14,692.5
Tunis,Sidi Hassine,Sijoumi,3042522,47487 m²,,aucune,vigne,titre foncier,47487.48,64.07
Tunis,Sidi Hassine,Birine,6860917,23583 m²,,électricité,,,23583.52,290.92
Tunis,La Marsa,Gammart,24631261,54571 m²,,électricité,agrumes,,54571.21,451.36
Tunis,Sidi Hassine,Sidi Hassine,2263905,12963 m²,,aucune,agrumes,,12963.27,174.64
Tunis,Sidi Hassine,Sijoumi,2813411,12953 m²,,eau,agrumes,,12953.09,217.2
Tunis,La Marsa,Sijoumi,32685980,50969 m²,,,olivier,titre foncier,50969.11,641.29
Tunis,Carthage,Gammarth,4067540,15749 m²,,,,titre foncier,15749.18,258.27
Tunis,Carthage,El Aouina,18713424,41556 m²,,électricité,agrumes,,41556.76,450.31
Tunis,Carthage,Sijoumi,15049713,25407 m²,,,olivier,,25407.65,592.33
Tunis,La Marsa,Birine,16132208,48154 m²,,,,,48154.41,335.01
Tunis,Carthage,Sijoumi,3697189,5205 m²,,aucune,,,5205.33,710.27
Tunis,La Marsa,Les Berges du Lac 2,24695486,36136 m²,,électricité,vigne,,36136.74,683.39
Tunis,Carthage,Sijoumi,2329019,6301 m²,,eau,vigne,titre foncier,6301.29,369.61
Tunis,Sidi Hassine,Birine,8314494,19876 m²,,aucune,vigne,,19876.87,418.3
Tunis,La Marsa,Gammart,15093872,23199 m²,,aucune,agrumes,,23199.57,650.61
Tunis,Sidi Hassine,Sidi Hassine,945820,1546 m²,,électricité,vigne,titre foncier,1546.09,611.75
Tunis,Carthage,Gammarth,5760740,13394 m²,,,agrumes,,13394.58,430.08
Tunis,La Marsa,Sijoumi,3287568,25238 m²,,aucune,agrumes,titre foncier,25238.51,130.26
Tunis,Carthage,Les Berges du Lac 2,22395086,46697 m²,,eau,agrumes,,46697.29,479.58
Tunis,Carthage,Gammarth,821757,59034 m²,,eau,vigne,titre foncier,59034.28,13.92
Tunis,La Marsa,Gammart,29510177,43357 m²,,eau,olivier,titre foncier,43357.15,680.63
Tunis,Sidi Hassine,Birine,12368748,22670 m²,,aucune,olivier,,22670.41,545.59
Tunis,Sidi Hassine,Sijoumi,19446990,47210 m²,,aucune,,,47210.6,411.92
Tunis,La Marsa,El Aouina,26650212,44827 m²,,électricité,vigne,,44827.19,594.51
Tunis,La Marsa,Sijoumi,265523,1488 m²,,eau,,titre foncier,1488.11,178.43
Tunis,La Marsa,Les Berges du Lac 2,4942114,13039 m²,,eau,vigne,,13039.88,379.0
Tunis,La Marsa,Les Berges du Lac 2,11245570,26035 m²,,électricité,vigne,,26035.03,431.94
Tunis,Carthage,Gammart,8446934,39714 m²,,eau,olivier,titre foncier,39714.77,212.69
Beja,Goubellat,Medjez El Bab,825768,56598 m²,,eau,olivier,titre foncier,56598.28,14.59
Beja,Mejez El Bab,Mejez El Bab,3546540,25472 m²,,eau,olivier,titre foncier,25472.53,139.23
Beja,Testour,Téboursouk,2876311,44210 m²,,,vigne,,44210.13,65.06
Beja,Goubellat,Mejez El Bab,4574069,8589 m²,,,vigne,titre foncier,8589.48,532.52
Beja,Goubellat,Medjez El Bab,652613,1130 m²,,électricité,vigne,titre foncier,1130.4,577.33
Beja,Mejez El Bab,Medjez El Bab,713656,6722 m²,,électricité,olivier,titre foncier,6722.46,106.16
Beja,Mejez El Bab,Téboursouk,13384060,37905 m²,,,,titre foncier,37905.52,353.09
Beja,Mejez El Bab,Medjez El Bab,21487695,34133 m²,,aucune,olivier,titre foncier,34133.46,629.52
Beja,Mejez El Bab,Medjez El Bab,17879382,43408 m²,,eau,agrumes,,43408.15,411.89
Beja,Goubellat,Mejez El Bab,18683286,60512 m²,,,vigne,titre foncier,60512.67,308.75
Beja,Testour,Téboursouk,5559328,13023 m²,,eau,olivier,,13023.47,426.87
Beja,Testour,Beja Nord,20491236,55909 m²,,aucune,vigne,,55909.08,366.51
Beja,Testour,Mejez El Bab,8562185,12615 m²,,aucune,,titre foncier,12615.01,678.73
Beja,Testour,Testour,2856021,17479 m²,,,olivier,titre foncier,17479.78,163.39
Beja,Goubellat,Beja Nord,9011723,55883 m²,,aucune,vigne,titre foncier,55883.19,161.26
Beja,Mejez El Bab,Medjez El Bab,3234093,5574 m²,,eau,agrumes,,5574.39,580.17
Beja,Mejez El Bab,Téboursouk,26011653,45491 m²,,électricité,olivier,titre foncier,45491.62,571.79
Beja,Goubellat,Téboursouk,15641380,22159 m²,,eau,olivier,,22159.01,705.87
Beja,Testour,Medjez El Bab,4952716,7414 m²,,,agrumes,,7414.69,667.96
Beja,Mejez El Bab,Beja Nord,2802776,7490 m²,,électricité,,titre foncier,7490.65,374.17
Beja,Mejez El Bab,Beja Nord,30618168,60403 m²,,eau,,,60403.97,506.89
Beja,Testour,Téboursouk,3863915,21040 m²,,eau,olivier,,21040.71,183.64
Beja,Testour,Téboursouk,6220500,37188 m²,,,,,37188.38,167.27
Beja,Mejez El Bab,Beja Nord,2428214,23673 m²,,aucune,agrumes,,23673.73,102.57
Beja,Testour,Beja Nord,21506958,47824 m²,,électricité,agrumes,,47824.06,449.71
Beja,Goubellat,Téboursouk,682543,20509 m²,,électricité,vigne,,20509.12,33.28
Beja,Goubellat,Téboursouk,13284944,21658 m²,,aucune,,,21658.94,613.37
Beja,Goubellat,Beja Nord,9959213,29886 m²,,électricité,,titre foncier,29886.01,333.24
Beja,Goubellat,Téboursouk,27634876,59297 m²,,,vigne,,59297.22,466.04
Beja,Testour,Testour,16788987,32349 m²,,électricité,vigne,,32349.97,518.98
Beja,Goubellat,Testour,2273935,29033 m²,,aucune,olivier,,29033.9,78.32
Beja,Goubellat,Beja Nord,29790921,50574 m²,,électricité,olivier,titre foncier,50574.52,589.05
Beja,Goubellat,Testour,3813716,31991 m²,,eau,vigne,,31991.58,119.21
Beja,Goubellat,Téboursouk,13683011,47931 m²,,eau,olivier,titre foncier,47931.52,285.47
Beja,Testour,Mejez El Bab,15442598,21351 m²,,aucune,vigne,titre foncier,21351.97,723.24
Beja,Testour,Mejez El Bab,2751680,40741 m²,,,,titre foncier,40741.49,67.54
Beja,Mejez El Bab,Testour,20632240,42071 m²,,aucune,,titre foncier,42071.41,490.41
Beja,Testour,Mejez El Bab,13270179,38118 m²,,électricité,olivier,,38118.46,348.13
Beja,Goubellat,Mejez El Bab,26892347,37768 m²,,aucune,olivier,,37768.56,712.03
Beja,Goubellat,Medjez El Bab,25604325,46849 m²,,électricité,,,46849.75,546.52
Beja,Goubellat,Téboursouk,5684558,30735 m²,,électricité,olivier,,30735.65,184.95
Beja,Mejez El Bab,Testour,29227099,47969 m²,,électricité,agrumes,,47969.11,609.29
Beja,Mejez El Bab,Medjez El Bab,11238623,27347 m²,,électricité,olivier,titre foncier,27347.91,410.95
Beja,Mejez El Bab,Mejez El Bab,9163252,50380 m²,,eau,agrumes,titre foncier,50380.76,181.88
Beja,Mejez El Bab,Téboursouk,5064252,34665 m²,,,,titre foncier,34665.29,146.09
Beja,Testour,Mejez El Bab,6906950,31694 m²,,eau,olivier,titre foncier,31694.89,217.92
Beja,Goubellat,Téboursouk,4520599,59931 m²,,eau,vigne,titre foncier,59931.05,75.43
Beja,Testour,Medjez El Bab,551885,8907 m²,,eau,agrumes,titre foncier,8907.12,61.96
Beja,Mejez El Bab,Testour,4789761,32508 m²,,électricité,agrumes,,32508.22,147.34
Beja,Mejez El Bab,Mejez El Bab,3315902,58092 m²,,eau,olivier,,58092.2,57.08
Beja,Mejez El Bab,Téboursouk,10072871,38846 m²,,électricité,olivier,,38846.4,259.3
Beja,Mejez El Bab,Testour,25576396,50515 m²,,aucune,agrumes,titre foncier,50515.29,506.31
Beja,Mejez El Bab,Testour,3493453,10211 m²,,,agrumes,,10211.79,342.1
Beja,Mejez El Bab,Beja Nord,26072790,38134 m²,,aucune,olivier,,38134.84,683.7
Beja,Mejez El Bab,Medjez El Bab,1209796,13957 m²,,électricité,agrumes,titre foncier,13957.04,86.68
Beja,Mejez El Bab,Mejez El Bab,7689183,38484 m²,,aucune,agrumes,,38484.4,199.8
Beja,Testour,Beja Nord,19154667,31661 m²,,électricité,,,31661.13,604.99
Beja,Goubellat,Mejez El Bab,2559137,35249 m²,,eau,vigne,,35249.83,72.6
Beja,Mejez El Bab,Mejez El Bab,2239165,11001 m²,,électricité,olivier,titre foncier,11001.11,203.54
Beja,Testour,Medjez El Bab,1777275,36256 m²,,,,titre foncier,36256.14,49.02
Beja,Goubellat,Testour,1440502,8236 m²,,aucune,agrumes,,8236.62,174.89
Beja,Goubellat,Mejez El Bab,40160489,59215 m²,,électricité,vigne,titre foncier,59215.42,678.21
Beja,Goubellat,Medjez El Bab,23282227,41012 m²,,aucune,,titre foncier,41012.22,567.69
Beja,Testour,Mejez El Bab,1922733,7461 m²,,eau,,,7461.71,257.68
Beja,Testour,Mejez El Bab,12669122,21035 m²,,aucune,olivier,titre foncier,21035.27,602.28
Beja,Testour,Testour,415965,22717 m²,,eau,,,22717.93,18.31
Beja,Testour,Téboursouk,24841229,52662 m²,,électricité,,,52662.08,471.71
Beja,Mejez El Bab,Medjez El Bab,9895015,16525 m²,,eau,olivier,,16525.57,598.77
Beja,Testour,Téboursouk,23226567,31927 m²,,,,titre foncier,31927.87,727.47
Beja,Mejez El Bab,Mejez El Bab,13949771,48199 m²,,eau,vigne,,48199.06,289.42
Beja,Goubellat,Testour,429151,1850 m²,,,vigne,titre foncier,1850.19,231.95
Beja,Goubellat,Testour,26612963,38605 m²,,,,,38605.88,689.35
Beja,Testour,Téboursouk,39109389,57487 m²,,aucune,vigne,,57487.6,680.31
Beja,Mejez El Bab,Mejez El Bab,2604523,13927 m²,,eau,vigne,,13927.19,187.01
Beja,Mejez El Bab,Mejez El Bab,14512864,57002 m²,,électricité,vigne,,57002.61,254.6
Beja,Testour,Testour,86573,1394 m²,,aucune,vigne,,1394.33,62.09
Beja,Goubellat,Téboursouk,10415514,29295 m²,,,vigne,titre foncier,29295.74,355.53
Beja,Goubellat,Beja Nord,7809343,12753 m²,,aucune,olivier,titre foncier,12753.28,612.34
Beja,Goubellat,Téboursouk,503917,15429 m²,,aucune,agrumes,,15429.19,32.66
Beja,Testour,Téboursouk,20154129,37808 m²,,eau,agrumes,titre foncier,37808.37,533.06
Beja,Testour,Beja Nord,17941020,33532 m²,,eau,olivier,,33532.11,535.04
Beja,Mejez El Bab,Beja Nord,21797644,38006 m²,,eau,,,38006.11,573.53
Beja,Goubellat,Medjez El Bab,250178,339 m²,,électricité,vigne,,339.17,737.62
Beja,Testour,Téboursouk,5824855,12669 m²,,électricité,,titre foncier,12669.89,459.74
Beja,Mejez El Bab,Téboursouk,38245344,52761 m²,,aucune,agrumes,,52761.66,724.87
Beja,Goubellat,Téboursouk,6606564,42680 m²,,aucune,olivier,titre foncier,42680.82,154.79
Beja,Mejez El Bab,Mejez El Bab,12817203,29535 m²,,eau,,titre foncier,29535.45,433.96
Beja,Mejez El Bab,Téboursouk,3204590,18113 m²,,aucune,,,18113.22,176.92
Beja,Testour,Testour,2968774,7233 m²,,aucune,agrumes,,7233.68,410.41
Beja,Goubellat,Mejez El Bab,1409020,19640 m²,,électricité,vigne,titre foncier,19640.66,71.74
Beja,Mejez El Bab,Téboursouk,5675836,52724 m²,,électricité,,titre foncier,52724.91,107.65
Beja,Goubellat,Testour,1811040,20662 m²,,électricité,olivier,titre foncier,20662.18,87.65
Beja,Testour,Mejez El Bab,34348911,52201 m²,,eau,olivier,,52201.2,658.01
Beja,Testour,Medjez El Bab,10435807,20133 m²,,eau,vigne,titre foncier,20133.52,518.33
Beja,Testour,Téboursouk,13968294,38340 m²,,eau,vigne,,38340.73,364.32
Beja,Testour,Mejez El Bab,10113183,27171 m²,,eau,,titre foncier,27171.37,372.2
Beja,Testour,Téboursouk,30480841,48410 m²,,électricité,agrumes,titre foncier,48410.72,629.63
Beja,Testour,Téboursouk,6109042,29615 m²,,eau,vigne,,29615.29,206.28
Beja,Goubellat,Téboursouk,21857545,49675 m²,,électricité,vigne,titre foncier,49675.11,440.01
Beja,Goubellat,Testour,3876492,9638 m²,,,vigne,titre foncier,9638.22,402.2
Beja,Mejez El Bab,Medjez El Bab,8024742,15339 m²,,eau,olivier,,15339.57,523.14
Beja,Goubellat,Téboursouk,1742088,28813 m²,,,vigne,titre foncier,28813.9,60.46
Beja,Testour,Mejez El Bab,23158702,47433 m²,,aucune,olivier,,47433.03,488.24
Beja,Goubellat,Medjez El Bab,10465415,35890 m²,,eau,,titre foncier,35890.86,291.59
Beja,Testour,Medjez El Bab,11782063,16951 m²,,,,titre foncier,16951.39,695.05
Beja,Mejez El Bab,Téboursouk,39383922,57281 m²,,aucune,olivier,titre foncier,57281.54,687.55
Beja,Testour,Testour,11666676,16037 m²,,eau,vigne,,16037.55,727.46
Beja,Goubellat,Testour,13505785,20736 m²,,eau,agrumes,,20736.34,651.31
Beja,Goubellat,Testour,215481,1214 m²,,aucune,olivier,,1214.39,177.44
Beja,Goubellat,Medjez El Bab,8861923,12916 m²,,électricité,,,12916.75,686.08
Beja,Testour,Testour,3069604,22169 m²,,électricité,olivier,titre foncier,22169.61,138.46
Beja,Goubellat,Beja Nord,11400255,18252 m²,,,vigne,titre foncier,18252.09,624.6
Beja,Goubellat,Medjez El Bab,19471905,49841 m²,,,vigne,titre foncier,49841.06,390.68
Beja,Mejez El Bab,Beja Nord,7922830,36450 m²,,électricité,,,36450.27,217.36
Beja,Mejez El Bab,Mejez El Bab,2151930,17910 m²,,,,titre foncier,17910.37,120.15
Beja,Mejez El Bab,Medjez El Bab,7166165,14353 m²,,eau,,,14353.0,499.28
Beja,Goubellat,Beja Nord,19749633,28597 m²,,électricité,agrumes,,28597.79,690.6
Beja,Testour,Téboursouk,39452,1170 m²,,eau,agrumes,titre foncier,1170.36,33.71
Beja,Goubellat,Beja Nord,2490204,53564 m²,,eau,agrumes,titre foncier,53564.31,46.49
Beja,Testour,Beja Nord,3171847,54781 m²,,aucune,,,54781.48,57.9
Beja,Mejez El Bab,Mejez El Bab,7045946,42568 m²,,eau,agrumes,titre foncier,42568.55,165.52
Beja,Testour,Medjez El Bab,14055058,28124 m²,,électricité,olivier,titre foncier,28124.18,499.75
Beja,Mejez El Bab,Beja Nord,1051215,23174 m²,,,agrumes,titre foncier,23174.95,45.36
Beja,Testour,Testour,5709686,8293 m²,,électricité,vigne,titre foncier,8293.9,688.42
Beja,Mejez El Bab,Beja Nord,1471199,25630 m²,,,agrumes,titre foncier,25630.65,57.4
Beja,Mejez El Bab,Beja Nord,7133054,9827 m²,,,vigne,,9827.58,725.82
Beja,Goubellat,Téboursouk,22650826,45158 m²,,aucune,,titre foncier,45158.05,501.59
Beja,Mejez El Bab,Mejez El Bab,20944525,33496 m²,,aucune,vigne,,33496.77,625.27
Beja,Testour,Medjez El Bab,1769967,60100 m²,,eau,agrumes,titre foncier,60100.78,29.45
Beja,Mejez El Bab,Testour,13145518,19618 m²,,aucune,agrumes,,19618.42,670.06
Beja,Testour,Medjez El Bab,1318395,27329 m²,,électricité,vigne,titre foncier,27329.92,48.24
Beja,Goubellat,Mejez El Bab,202754,13321 m²,,,vigne,titre foncier,13321.59,15.22
Beja,Mejez El Bab,Téboursouk,45325,295 m²,,eau,,,295.82,153.22
Beja,Goubellat,Beja Nord,11713307,46821 m²,,eau,agrumes,,46821.39,250.17
Beja,Testour,Mejez El Bab,36165252,54457 m²,,aucune,vigne,titre foncier,54457.54,664.1
Beja,Goubellat,Mejez El Bab,25893252,36349 m²,,,,,36349.57,712.34
Beja,Goubellat,Téboursouk,4412567,20246 m²,,électricité,vigne,titre foncier,20246.71,217.94
Beja,Testour,Beja Nord,337626,3592 m²,,eau,olivier,titre foncier,3592.54,93.98
Beja,Goubellat,Medjez El Bab,18399046,36064 m²,,eau,vigne,,36064.54,510.17
Beja,Mejez El Bab,Testour,21969819,43558 m²,,,olivier,titre foncier,43558.07,504.38
Beja,Testour,Testour,49407,387 m²,,eau,vigne,,387.57,127.48
Beja,Mejez El Bab,Mejez El Bab,1921423,4102 m²,,électricité,olivier,titre foncier,4102.8,468.32
Beja,Goubellat,Téboursouk,17149792,40392 m²,,électricité,vigne,titre foncier,40392.37,424.58
Beja,Goubellat,Téboursouk,1365091,4157 m²,,électricité,agrumes,titre foncier,4157.3,328.36
Beja,Goubellat,Mejez El Bab,20943816,44637 m²,,électricité,vigne,titre foncier,44637.29,469.2
Beja,Goubellat,Mejez El Bab,33383210,45437 m²,,eau,,,45437.88,734.7
Beja,Testour,Mejez El Bab,17971701,28551 m²,,eau,agrumes,titre foncier,28551.89,629.44
Beja,Testour,Beja Nord,10963808,15356 m²,,,olivier,,15356.55,713.95
Beja,Mejez El Bab,Téboursouk,7248169,23119 m²,,,vigne,,23119.42,313.51
Beja,Goubellat,Testour,11707650,21864 m²,,aucune,agrumes,,21864.66,535.46
Beja,Testour,Téboursouk,3688111,19514 m²,,eau,vigne,,19514.85,188.99
Beja,Testour,Mejez El Bab,15485117,53411 m²,,aucune,vigne,titre foncier,53411.69,289.92
Beja,Mejez El Bab,Beja Nord,5797622,8959 m²,,aucune,olivier,,8959.53,647.09
Beja,Testour,Testour,14422424,39026 m²,,,,titre foncier,39026.99,369.55
Beja,Goubellat,Mejez El Bab,14407953,32010 m²,,eau,agrumes,titre foncier,32010.56,450.1
Beja,Testour,Mejez El Bab,18529834,50209 m²,,eau,olivier,,50209.55,369.05
Beja,Testour,Medjez El Bab,11882215,19485 m²,,,agrumes,,19485.43,609.8
Beja,Testour,Medjez El Bab,9641094,19249 m²,,électricité,olivier,titre foncier,19249.85,500.84
Beja,Goubellat,Téboursouk,1217712,5820 m²,,eau,vigne,titre foncier,5820.25,209.22
Beja,Testour,Téboursouk,757563,2048 m²,,,,titre foncier,2048.52,369.81
Beja,Testour,Téboursouk,4777251,24442 m²,,eau,vigne,,24442.32,195.45
Beja,Testour,Mejez El Bab,13843673,35430 m²,,électricité,,,35430.28,390.73
Beja,Goubellat,Beja Nord,8655245,14168 m²,,électricité,olivier,titre foncier,14168.72,610.87
Beja,Goubellat,Téboursouk,1990168,51148 m²,,eau,agrumes,titre foncier,51148.0,38.91
Beja,Mejez El Bab,Testour,8656794,30776 m²,,,,,30776.43,281.28
Beja,Mejez El Bab,Téboursouk,10259275,28054 m²,,électricité,olivier,titre foncier,28054.57,365.69
Beja,Testour,Beja Nord,2091084,26543 m²,,électricité,,,26543.34,78.78
Beja,Goubellat,Mejez El Bab,1249922,1724 m²,,aucune,,,1724.53,724.79
Beja,Goubellat,Testour,1555612,3728 m²,,,,titre foncier,3728.25,417.25
Beja,Goubellat,Medjez El Bab,25684612,45555 m²,,aucune,agrumes,,45555.44,563.81
Beja,Goubellat,Mejez El Bab,4540665,7765 m²,,,agrumes,titre foncier,7765.14,584.75
Beja,Mejez El Bab,Mejez El Bab,4511588,51419 m²,,eau,olivier,titre foncier,51419.97,87.74
Beja,Mejez El Bab,Testour,8273315,26378 m²,,électricité,vigne,titre foncier,26378.38,313.64
Beja,Mejez El Bab,Mejez El Bab,26066744,36425 m²,,électricité,,titre foncier,36425.4,715.62
Beja,Testour,Mejez El Bab,745912,1511 m²,,eau,,titre foncier,1511.75,493.41
Beja,Testour,Testour,33563287,52439 m²,,électricité,olivier,,52439.36,640.04
Beja,Goubellat,Testour,2654509,15428 m²,,,,titre foncier,15428.71,172.05
Beja,Testour,Testour,11298424,18530 m²,,eau,vigne,titre foncier,18530.21,609.73
Beja,Mejez El Bab,Testour,21711785,48541 m²,,aucune,agrumes,,48541.82,447.28
Beja,Goubellat,Testour,31013837,54616 m²,,électricité,agrumes,,54616.25,567.85
Beja,Testour,Medjez El Bab,13920511,19414 m²,,,agrumes,,19414.94,717.0
Beja,Mejez El Bab,Medjez El Bab,538740,3502 m²,,eau,olivier,titre foncier,3502.41,153.82
Beja,Goubellat,Mejez El Bab,5672281,19143 m²,,eau,agrumes,titre foncier,19143.71,296.3
Beja,Goubellat,Medjez El Bab,19819194,44226 m²,,eau,olivier,titre foncier,44226.44,448.13
Beja,Goubellat,Téboursouk,2661232,32450 m²,,aucune,olivier,titre foncier,32450.1,82.01
Beja,Testour,Medjez El Bab,3756070,7473 m²,,aucune,vigne,,7473.28,502.6
Beja,Goubellat,Téboursouk,21805904,48446 m²,,,agrumes,,48446.8,450.1
Beja,Mejez El Bab,Mejez El Bab,4340686,9559 m²,,électricité,agrumes,,9559.93,454.05
Beja,Goubellat,Medjez El Bab,2235221,14050 m²,,,olivier,,14050.93,159.08
Beja,Goubellat,Testour,5677832,8624 m²,,,agrumes,titre foncier,8624.73,658.32
Beja,Mejez El Bab,Mejez El Bab,20350543,47524 m²,,eau,agrumes,titre foncier,47524.68,428.21
Beja,Goubellat,Testour,507267,22016 m²,,eau,,titre foncier,22016.83,23.04
Beja,Mejez El Bab,Beja Nord,17354687,38514 m²,,,agrumes,titre foncier,38514.62,450.6
Beja,Mejez El Bab,Mejez El Bab,681507,9018 m²,,électricité,,titre foncier,9018.23,75.57
Beja,Goubellat,Medjez El Bab,3117229,15246 m²,,aucune,,titre foncier,15246.16,204.46
Beja,Testour,Beja Nord,15225972,57292 m²,,eau,olivier,titre foncier,57292.19,265.76
Beja,Mejez El Bab,Téboursouk,248659,7944 m²,,eau,olivier,titre foncier,7944.38,31.3
Beja,Mejez El Bab,Beja Nord,764699,4011 m²,,eau,olivier,titre foncier,4011.01,190.65
Beja,Mejez El Bab,Mejez El Bab,21490725,45067 m²,,électricité,,titre foncier,45067.16,476.86
Beja,Goubellat,Téboursouk,15781264,29817 m²,,,agrumes,,29817.04,529.27
Beja,Goubellat,Beja Nord,8393096,38385 m²,,,olivier,titre foncier,38385.99,218.65
Beja,Mejez El Bab,Téboursouk,31100730,42807 m²,,eau,,,42807.81,726.52
Beja,Testour,Beja Nord,24784932,50764 m²,,,olivier,titre foncier,50764.87,488.23
Beja,Goubellat,Medjez El Bab,20424423,33613 m²,,électricité,agrumes,titre foncier,33613.81,607.62
Beja,Mejez El Bab,Medjez El Bab,2565809,7244 m²,,électricité,vigne,,7244.57,354.17
Beja,Goubellat,Beja Nord,11892079,27987 m²,,,,titre foncier,27987.29,424.91
Beja,Testour,Téboursouk,27360947,40126 m²,,électricité,agrumes,,40126.34,681.87
Beja,Mejez El Bab,Medjez El Bab,18244505,39856 m²,,électricité,agrumes,titre foncier,39856.92,457.75
Beja,Goubellat,Medjez El Bab,19803888,32395 m²,,aucune,agrumes,,32395.29,611.32
Beja,Mejez El Bab,Testour,13245194,25876 m²,,,agrumes,,25876.09,511.87
Beja,Goubellat,Testour,3412329,8597 m²,,eau,olivier,titre foncier,8597.02,396.92
Beja,Mejez El Bab,Téboursouk,5313920,40315 m²,,eau,olivier,titre foncier,40315.0,131.81
Beja,Testour,Testour,1903227,34711 m²,,électricité,vigne,titre foncier,34711.42,54.83
Beja,Goubellat,Medjez El Bab,56956,985 m²,,électricité,agrumes,titre foncier,985.07,57.82
Beja,Goubellat,Mejez El Bab,6459217,11903 m²,,eau,,,11903.54,542.63
Beja,Goubellat,Beja Nord,6988345,18517 m²,,eau,olivier,titre foncier,18517.08,377.4
Beja,Goubellat,Medjez El Bab,4382684,46728 m²,,électricité,olivier,,46728.7,93.79
Beja,Mejez El Bab,Beja Nord,9306210,37528 m²,,eau,vigne,titre foncier,37528.07,247.98
Beja,Goubellat,Téboursouk,6802207,14296 m²,,,olivier,,14296.96,475.78
Beja,Goubellat,Téboursouk,8190086,41550 m²,,,olivier,titre foncier,41550.84,197.11
