Gouvernorat,Délégation,Localité,Prix,Taille,Proximité,Infrastructure,Type_Agriculture,Additional_Features,Taille_m2,Prix_m2
Sfax,Agareb,Agareb,8719714,19202 m²,,eau,agrumes,titre foncier,19202.19,454.1
Sfax,Agareb,Sidi Salah,26911383,56598 m²,,eau,olivier,titre foncier,56598.35,475.48
Sfax,Agareb,Thyna,19166907,37053 m²,,eau,,titre foncier,37053.97,517.27
Sfax,Sakiet Eddaier,Sidi Salah,11246230,45389 m²,,aucune,agrumes,titre foncier,45389.8,247.77
Sfax,Sfax Sud,El Attaya,1584240,27258 m²,,eau,vigne,titre foncier,27258.09,58.12
Sfax,Agareb,Menzel Chaker,10979171,19343 m²,,,agrumes,titre foncier,19343.49,567.59
Sfax,Sakiet Eddaier,El Attaya,6263493,55729 m²,,eau,olivier,,55729.99,112.39
Sfax,Sfax Sud,Agareb,10875021,35436 m²,,électricité,vigne,titre foncier,35436.22,306.89
Sfax,Sfax Sud,Sakiet Eddaier,31227339,43566 m²,,électricité,agrumes,titre foncier,43566.75,716.77
Sfax,Sakiet Eddaier,Sakiet Ezzit,8072112,26734 m²,,aucune,vigne,titre foncier,26734.16,301.94
Sfax,Sfax Sud,Route de Mahdia,24223000,53700 m²,,aucune,agrumes,,53700.01,451.08
Sfax,Agareb,El Attaya,40047991,58952 m²,,eau,,,58952.19,679.33
Sfax,Agareb,Essaltania,11836246,26247 m²,,,vigne,titre foncier,26247.94,450.94
Sfax,Sfax Sud,Route Teniour,32350506,45609 m²,,,vigne,titre foncier,45609.06,709.3
Sfax,Sfax Sud,Route El Ain,23485850,39349 m²,,aucune,vigne,titre foncier,39349.67,596.85
Sfax,Sakiet Eddaier,Sakiet Eddaier,11388529,35858 m²,,aucune,olivier,titre foncier,35858.09,317.6
Sfax,Agareb,Sidi Salah,4239415,46170 m²,,,,,46170.94,91.82
Sfax,Sakiet Eddaier,Route de Mahdia,8513889,19417 m²,,électricité,olivier,titre foncier,19417.71,438.46
Sfax,Sfax Sud,Route El Ain,883591,8662 m²,,eau,vigne,titre foncier,8662.66,102.0
Sfax,Sakiet Eddaier,Essaltania,5690018,39754 m²,,électricité,,,39754.2,143.13
Sfax,Sfax Sud,Sakiet Ezzit,6878928,24494 m²,,,olivier,titre foncier,24494.12,280.84
Sfax,Sfax Sud,Route de Mahdia,3012785,50908 m²,,eau,vigne,titre foncier,50908.85,59.18
Sfax,Sfax Sud,Route de Mahdia,420829,6935 m²,,aucune,agrumes,,6935.23,60.68
Sfax,Sakiet Eddaier,Route Teniour,1265193,9744 m²,,aucune,,,9744.25,129.84
Sfax,Agareb,Sakiet Ezzit,8876692,12775 m²,,électricité,olivier,,12775.16,694.84
Sfax,Sfax Sud,Agareb,22908997,37262 m²,,électricité,agrumes,titre foncier,37262.52,614.8
Sfax,Sakiet Eddaier,Route de Mahdia,670466,3229 m²,,eau,vigne,titre foncier,3229.14,207.63
Sfax,Sfax Sud,Route El Ain,4293272,43934 m²,,eau,olivier,titre foncier,43934.43,97.72
Sfax,Sfax Sud,Essaltania,4345761,7652 m²,,,,,7652.47,567.89
Sfax,Sfax Sud,Route Teniour,14533276,24539 m²,,eau,vigne,titre foncier,24539.09,592.25
Sfax,Sakiet Eddaier,Thyna,7898687,18152 m²,,,,,18152.06,435.14
Sfax,Sfax Sud,El Attaya,806356,2778 m²,,,olivier,titre foncier,2778.91,290.17
Sfax,Sakiet Eddaier,Sidi Salah,13460534,18671 m²,,,agrumes,,18671.07,720.93
Sfax,Sfax Sud,Sfax Sud,23162385,40095 m²,,aucune,,,40095.53,577.68
Sfax,Sakiet Eddaier,Route Teniour,14388569,39972 m²,,eau,vigne,,39972.69,359.96
Sfax,Agareb,Agareb,24839925,35864 m²,,aucune,agrumes,,35864.75,692.6
Sfax,Sakiet Eddaier,Route de Mahdia,10364646,43970 m²,,eau,vigne,,43970.16,235.72
Sfax,Sfax Sud,Route de Mahdia,5835802,39184 m²,,électricité,vigne,,39184.87,148.93
Sfax,Agareb,Route Teniour,13608995,41437 m²,,aucune,agrumes,,41437.78,328.42
Sfax,Agareb,Route de Mahdia,9812707,53303 m²,,eau,olivier,,53303.86,184.09
Sfax,Sfax Sud,Menzel Chaker,17351112,55947 m²,,aucune,agrumes,titre foncier,55947.87,310.13
Sfax,Sakiet Eddaier,Sfax Sud,26329290,56882 m²,,eau,olivier,titre foncier,56882.69,462.87
Sfax,Agareb,El Khazzanette,1714477,4255 m²,,aucune,,titre foncier,4255.66,402.87
Sfax,Sfax Sud,Sakiet Eddaier,5235368,19516 m²,,électricité,olivier,titre foncier,19516.75,268.25
Sfax,Sfax Sud,Route Teniour,941577,1732 m²,,,agrumes,,1732.21,543.57
Sfax,Sfax Sud,Route de Mahdia,4530144,34737 m²,,aucune,agrumes,titre foncier,34737.71,130.41
Sfax,Sakiet Eddaier,Route Teniour,1375324,8874 m²,,eau,olivier,,8874.78,154.97
Sfax,Sakiet Eddaier,Route Teniour,24039396,54734 m²,,,agrumes,titre foncier,54734.51,439.2
Sfax,Sfax Sud,Route de Mahdia,5084068,32448 m²,,eau,,,32448.74,156.68
Sfax,Sakiet Eddaier,Sfax Sud,11348388,25141 m²,,eau,,titre foncier,25141.54,451.38
Sfax,Sfax Sud,Agareb,2047664,2766 m²,,,olivier,titre foncier,2766.89,740.06
Sfax,Sfax Sud,Agareb,17460839,43969 m²,,électricité,olivier,,43969.78,397.11
Sfax,Sfax Sud,Menzel Chaker,8263899,55258 m²,,électricité,olivier,titre foncier,55258.44,149.55
Sfax,Sfax Sud,Sakiet Ezzit,5299796,14243 m²,,,agrumes,titre foncier,14243.32,372.09
Sfax,Sakiet Eddaier,Thyna,10219398,28694 m²,,électricité,olivier,,28694.89,356.14
Sfax,Sfax Sud,Route Teniour,26371757,47899 m²,,électricité,agrumes,titre foncier,47899.88,550.56
Sfax,Agareb,Menzel Chaker,478783,14673 m²,,électricité,,,14673.12,32.63
Sfax,Sfax Sud,Route El Ain,6562716,9688 m²,,,vigne,titre foncier,9688.24,677.39
Sfax,Sakiet Eddaier,Route El Ain,9953791,41843 m²,,aucune,,,41843.75,237.88
Sfax,Agareb,Menzel Chaker,21618863,32373 m²,,aucune,,,32373.26,667.8
Sfax,Agareb,Agareb,7655189,10640 m²,,,,titre foncier,10640.78,719.42
Sfax,Sakiet Eddaier,El Khazzanette,19413090,40461 m²,,électricité,olivier,,40461.64,479.79
Sfax,Agareb,Essaltania,25787837,37057 m²,,aucune,vigne,titre foncier,37057.88,695.88
Sfax,Agareb,Sidi Salah,13327771,23902 m²,,eau,agrumes,,23902.03,557.6
Sfax,Sakiet Eddaier,Sakiet Eddaier,4439121,8856 m²,,électricité,,titre foncier,8856.28,501.24
Sfax,Sakiet Eddaier,Thyna,15384541,20896 m²,,électricité,,,20896.38,736.23
Sfax,Sakiet Eddaier,El Attaya,15020066,32037 m²,,eau,olivier,,32037.34,468.83
Sfax,Sakiet Eddaier,Menzel Chaker,3735459,43792 m²,,aucune,vigne,titre foncier,43792.02,85.3
Sfax,Sakiet Eddaier,El Khazzanette,5176071,26960 m²,,aucune,vigne,,26960.11,191.99
Sfax,Agareb,El Khazzanette,66233,272 m²,,électricité,agrumes,titre foncier,272.23,243.3
Sfax,Sfax Sud,Route de Mahdia,386985,625 m²,,aucune,agrumes,,625.27,618.91
Sfax,Sfax Sud,Sfax Sud,494189,44763 m²,,,,titre foncier,44763.55,11.04
Sfax,Sakiet Eddaier,El Attaya,983116,15954 m²,,électricité,vigne,,15954.51,61.62
Sfax,Agareb,Sakiet Ezzit,2719648,14302 m²,,aucune,agrumes,titre foncier,14302.65,190.15
Sfax,Agareb,Sidi Salah,34901566,49798 m²,,,,,49798.2,700.86
Sfax,Sfax Sud,Agareb,3404892,5857 m²,,électricité,agrumes,,5857.88,581.25
Sfax,Agareb,Sakiet Ezzit,6491198,35587 m²,,eau,vigne,,35587.71,182.4
Sfax,Sakiet Eddaier,Sakiet Ezzit,3604700,13846 m²,,aucune,vigne,,13846.66,260.33
Sfax,Agareb,Sidi Salah,179907,3287 m²,,électricité,agrumes,titre foncier,3287.78,54.72
Sfax,Agareb,Sakiet Eddaier,6041916,26030 m²,,aucune,agrumes,titre foncier,26030.4,232.11
Sfax,Sakiet Eddaier,El Attaya,1093552,19008 m²,,électricité,olivier,titre foncier,19008.38,57.53
Sfax,Sfax Sud,El Khazzanette,6717882,11163 m²,,aucune,,titre foncier,11163.91,601.75
Sfax,Sfax Sud,Route Teniour,420533,1681 m²,,électricité,agrumes,,1681.26,250.13
Sfax,Agareb,Route Teniour,10746834,19184 m²,,électricité,vigne,,19184.61,560.18
Sfax,Sfax Sud,Agareb,8006170,12214 m²,,aucune,vigne,titre foncier,12214.21,655.48
Sfax,Agareb,Essaltania,36560429,57567 m²,,,vigne,titre foncier,57567.32,635.09
Sfax,Sfax Sud,Sfax Sud,16435231,22279 m²,,,agrumes,,22279.32,737.69
Sfax,Agareb,Sakiet Ezzit,895035,5660 m²,,électricité,vigne,,5660.48,158.12
Sfax,Sakiet Eddaier,Essaltania,13078186,30240 m²,,eau,,titre foncier,30240.68,432.47
Sfax,Sfax Sud,Route de Mahdia,7575398,22298 m²,,aucune,vigne,titre foncier,22298.29,339.73
Sfax,Sfax Sud,Sfax Sud,3828783,13489 m²,,aucune,vigne,titre foncier,13489.23,283.84
Sfax,Sfax Sud,Route Teniour,11702065,45670 m²,,,olivier,,45670.16,256.23
Sfax,Sfax Sud,El Khazzanette,4366121,13023 m²,,aucune,,,13023.48,335.25
Sfax,Sfax Sud,Agareb,21236630,40228 m²,,électricité,vigne,,40228.51,527.9
Sfax,Agareb,Route de Mahdia,2529333,5574 m²,,électricité,,,5574.78,453.71
Sfax,Agareb,Route de Mahdia,418571,35867 m²,,eau,agrumes,titre foncier,35867.35,11.67
Sfax,Sakiet Eddaier,Sakiet Eddaier,3424016,23895 m²,,,,titre foncier,23895.71,143.29
Sfax,Sfax Sud,Sidi Salah,2462845,11398 m²,,,agrumes,titre foncier,11398.37,216.07
Sfax,Sakiet Eddaier,Thyna,5801117,22518 m²,,aucune,,titre foncier,22518.99,257.61
Sfax,Sakiet Eddaier,Sakiet Ezzit,36828081,58906 m²,,électricité,agrumes,,58906.08,625.2
Sfax,Sfax Sud,El Attaya,7498187,26027 m²,,électricité,olivier,titre foncier,26027.24,288.09
Sfax,Agareb,Route Teniour,10719927,32906 m²,,eau,olivier,titre foncier,32906.43,325.77
Sfax,Agareb,Sfax Sud,18958880,26292 m²,,électricité,vigne,titre foncier,26292.34,721.08
Sfax,Sakiet Eddaier,Sakiet Eddaier,12374384,20020 m²,,,olivier,titre foncier,20020.36,618.09
Sfax,Agareb,Sakiet Eddaier,585643,15862 m²,,électricité,agrumes,,15862.5,36.92
Sfax,Agareb,Sakiet Eddaier,13524865,44103 m²,,électricité,,,44103.78,306.66
Sfax,Sakiet Eddaier,Sakiet Ezzit,400531,17833 m²,,,,titre foncier,17833.11,22.46
Sfax,Sakiet Eddaier,Agareb,20474081,54546 m²,,,olivier,titre foncier,54546.64,375.35
Sfax,Sakiet Eddaier,Route de Mahdia,16974312,29743 m²,,aucune,agrumes,,29743.49,570.69
Sfax,Sakiet Eddaier,Menzel Chaker,32158317,45526 m²,,,olivier,,45526.81,706.36
Sfax,Sfax Sud,Agareb,7793762,40275 m²,,,agrumes,titre foncier,40275.76,193.51
Sfax,Agareb,Sidi Salah,29514680,56634 m²,,aucune,vigne,titre foncier,56634.84,521.14
Sfax,Sfax Sud,Sfax Sud,1487642,11499 m²,,eau,vigne,,11499.13,129.37
Sfax,Sfax Sud,Thyna,4570468,15946 m²,,eau,,,15946.09,286.62
Sfax,Sfax Sud,Menzel Chaker,2525185,3642 m²,,eau,agrumes,titre foncier,3642.69,693.22
Sfax,Agareb,Sidi Salah,34045064,48578 m²,,,olivier,,48578.9,700.82
Sfax,Agareb,Sakiet Eddaier,10301996,17324 m²,,,olivier,titre foncier,17324.47,594.65
Sfax,Sfax Sud,El Attaya,15439520,25649 m²,,,olivier,,25649.6,601.94
Sfax,Sfax Sud,Route Teniour,16400553,60183 m²,,électricité,,titre foncier,60183.31,272.51
Sfax,Sakiet Eddaier,Route Teniour,5421197,18831 m²,,,olivier,,18831.45,287.88
Sfax,Agareb,Sakiet Eddaier,3286224,37621 m²,,,,,37621.34,87.35
Sfax,Agareb,Thyna,9520360,55437 m²,,eau,vigne,titre foncier,55437.96,171.73
Sfax,Agareb,Sakiet Ezzit,12836851,41188 m²,,électricité,vigne,titre foncier,41188.64,311.66
Sfax,Sfax Sud,Sakiet Ezzit,567545,19969 m²,,eau,olivier,titre foncier,19969.93,28.42
Sfax,Agareb,Menzel Chaker,14784992,44334 m²,,eau,olivier,titre foncier,44334.14,333.49
Sfax,Sakiet Eddaier,Sakiet Ezzit,9919681,39908 m²,,aucune,agrumes,,39908.6,248.56
Sfax,Agareb,Sakiet Eddaier,3794833,26474 m²,,eau,vigne,titre foncier,26474.35,143.34
Sfax,Agareb,Menzel Chaker,2493996,3973 m²,,aucune,vigne,,3973.04,627.73
Sfax,Agareb,Menzel Chaker,142783,698 m²,,électricité,vigne,,698.79,204.33
Sfax,Sakiet Eddaier,Route de Mahdia,4267220,47619 m²,,,agrumes,titre foncier,47619.91,89.61
Sfax,Sfax Sud,Agareb,15209024,52171 m²,,électricité,,,52171.46,291.52
Sfax,Sakiet Eddaier,Sakiet Ezzit,12194394,19596 m²,,,olivier,,19596.63,622.27
Sfax,Agareb,Sakiet Eddaier,6912497,26895 m²,,aucune,vigne,,26895.83,257.01
Sfax,Sfax Sud,Menzel Chaker,2397736,4017 m²,,aucune,agrumes,titre foncier,4017.52,596.82
Sfax,Sfax Sud,Route de Mahdia,8964828,40469 m²,,,agrumes,,40469.61,221.52
Sfax,Agareb,Route El Ain,6113586,17875 m²,,électricité,agrumes,,17875.46,342.01
Sfax,Agareb,Menzel Chaker,13505358,30835 m²,,,agrumes,titre foncier,30835.56,437.98
Sfax,Sakiet Eddaier,El Khazzanette,6573133,44693 m²,,,vigne,,44693.91,147.07
Sfax,Agareb,Route de Mahdia,454278,1117 m²,,eau,olivier,,1117.95,406.35
Sfax,Agareb,Sakiet Ezzit,9274029,12639 m²,,,olivier,,12639.05,733.76
Sfax,Sakiet Eddaier,Sakiet Ezzit,7290391,44676 m²,,aucune,vigne,,44676.99,163.18
Sfax,Sakiet Eddaier,Thyna,12751401,17659 m²,,électricité,vigne,titre foncier,17659.02,722.09
Sfax,Agareb,Essaltania,32832521,54975 m²,,,olivier,,54975.59,597.22
Sfax,Sfax Sud,Sidi Salah,21722832,39002 m²,,eau,,titre foncier,39002.5,556.96
Sfax,Sakiet Eddaier,El Khazzanette,11818470,21383 m²,,eau,vigne,titre foncier,21383.93,552.68
Sfax,Agareb,El Attaya,5509443,9370 m²,,,agrumes,,9370.28,587.97
Sfax,Agareb,Sfax Sud,23359198,33403 m²,,eau,olivier,,33403.21,699.31
Sfax,Sakiet Eddaier,Thyna,15966353,47417 m²,,eau,,,47417.3,336.72
Sfax,Sakiet Eddaier,Agareb,1586912,9009 m²,,,olivier,,9009.38,176.14
Sfax,Sfax Sud,Sidi Salah,6526047,10760 m²,,,vigne,titre foncier,10760.71,606.47
Sfax,Agareb,Route El Ain,3607176,37520 m²,,aucune,,,37520.04,96.14
Sfax,Agareb,Sakiet Eddaier,4994283,49674 m²,,,olivier,titre foncier,49674.59,100.54
Sfax,Sakiet Eddaier,Route El Ain,5301172,13254 m²,,électricité,,,13254.92,399.94
Sfax,Sfax Sud,Sidi Salah,28765641,50520 m²,,eau,,,50520.99,569.38
Sfax,Sfax Sud,El Khazzanette,1184815,37938 m²,,électricité,agrumes,,37938.37,31.23
Sfax,Sfax Sud,Essaltania,1458370,33024 m²,,,,,33024.7,44.16
Sfax,Sfax Sud,Route Teniour,22291987,37336 m²,,eau,,titre foncier,37336.26,597.06
Sfax,Agareb,Route de Mahdia,5458025,33076 m²,,eau,agrumes,titre foncier,33076.94,165.01
Sfax,Sfax Sud,Sakiet Eddaier,1580308,7114 m²,,eau,,titre foncier,7114.66,222.12
Sfax,Sfax Sud,El Attaya,10271850,32936 m²,,électricité,vigne,titre foncier,32936.32,311.87
Sfax,Sfax Sud,Essaltania,24045985,38004 m²,,aucune,agrumes,titre foncier,38004.15,632.72
Sfax,Sfax Sud,Route Teniour,8746786,47503 m²,,électricité,vigne,,47503.32,184.13
Sfax,Agareb,Agareb,6839861,49740 m²,,électricité,vigne,,49740.83,137.51
Sfax,Sakiet Eddaier,Route El Ain,11792386,46082 m²,,,olivier,titre foncier,46082.01,255.9
Sfax,Sakiet Eddaier,Route de Mahdia,2965814,23374 m²,,,,titre foncier,23374.96,126.88
Sfax,Agareb,Essaltania,21039966,60579 m²,,,vigne,,60579.79,347.31
Sfax,Sakiet Eddaier,Sidi Salah,11307092,57630 m²,,aucune,agrumes,titre foncier,57630.44,196.2
Sfax,Sakiet Eddaier,Sakiet Ezzit,19469981,28056 m²,,électricité,,,28056.75,693.95
Sfax,Agareb,El Khazzanette,408684,19232 m²,,eau,vigne,,19232.23,21.25
Sfax,Agareb,El Attaya,26738764,46591 m²,,,agrumes,titre foncier,46591.33,573.9
Sfax,Sakiet Eddaier,Sidi Salah,3737,185 m²,,aucune,,,185.0,20.2
Sfax,Sakiet Eddaier,El Khazzanette,37266578,52331 m²,,eau,,,52331.88,712.12
Sfax,Sfax Sud,El Attaya,12705279,43988 m²,,,vigne,titre foncier,43988.78,288.83
Sfax,Sfax Sud,Sakiet Ezzit,1119957,14060 m²,,électricité,,titre foncier,14060.98,79.65
Sfax,Agareb,Menzel Chaker,10248551,35875 m²,,eau,,,35875.49,285.67
Sfax,Sfax Sud,Sakiet Ezzit,8810577,29549 m²,,,agrumes,titre foncier,29549.83,298.16
Sfax,Sakiet Eddaier,Essaltania,2905661,7927 m²,,électricité,agrumes,,7927.92,366.51
Sfax,Sfax Sud,Sfax Sud,4661126,9342 m²,,eau,,,9342.62,498.91
Sfax,Sakiet Eddaier,Sakiet Eddaier,10018899,54509 m²,,électricité,,titre foncier,54509.79,183.8
Sfax,Agareb,Sfax Sud,8651099,47075 m²,,électricité,,titre foncier,47075.69,183.77
Sfax,Sfax Sud,El Attaya,21457156,30919 m²,,,olivier,,30919.43,693.97
Sfax,Sakiet Eddaier,Agareb,10829508,53000 m²,,,,titre foncier,53000.09,204.33
Sfax,Sakiet Eddaier,Route de Mahdia,18349170,52836 m²,,électricité,olivier,,52836.82,347.28
Sfax,Sakiet Eddaier,Route de Mahdia,1071469,24040 m²,,eau,olivier,titre foncier,24040.16,44.57
Sfax,Sakiet Eddaier,Sidi Salah,13876767,34824 m²,,électricité,olivier,,34824.25,398.48
Sfax,Sfax Sud,Sfax Sud,22592529,52261 m²,,aucune,olivier,,52261.23,432.3
Sfax,Agareb,Route de Mahdia,8920493,38085 m²,,,,,38085.96,234.22
Sfax,Agareb,Menzel Chaker,32744700,54891 m²,,aucune,vigne,titre foncier,54891.96,596.53
Sfax,Sakiet Eddaier,Route Teniour,11959820,54776 m²,,aucune,agrumes,,54776.13,218.34
Sfax,Sfax Sud,Route de Mahdia,5650872,40383 m²,,,agrumes,,40383.57,139.93
Sfax,Sfax Sud,Sidi Salah,1823357,9914 m²,,électricité,olivier,,9914.94,183.9
Sfax,Sfax Sud,Sidi Salah,5586345,19949 m²,,,agrumes,,19949.81,280.02
Sfax,Agareb,Sakiet Eddaier,7022446,49684 m²,,aucune,,,49684.78,141.34
Sfax,Sfax Sud,Essaltania,18692925,35031 m²,,électricité,,,35031.72,533.6
Sfax,Sakiet Eddaier,Agareb,1515241,2996 m²,,aucune,,,2996.68,505.64
Sfax,Sakiet Eddaier,Essaltania,4707814,8478 m²,,,agrumes,titre foncier,8478.73,555.25
Sfax,Sfax Sud,Thyna,8705077,26889 m²,,,agrumes,titre foncier,26889.1,323.74
Sfax,Sakiet Eddaier,Sakiet Eddaier,4867409,23032 m²,,eau,agrumes,,23032.27,211.33
Sfax,Sakiet Eddaier,Sfax Sud,9676520,51443 m²,,aucune,agrumes,,51443.49,188.1
Sfax,Agareb,Route Teniour,2289019,44292 m²,,électricité,,titre foncier,44292.18,51.68
Sfax,Agareb,Route de Mahdia,1040211,23695 m²,,eau,,,23695.02,43.9
Sfax,Sakiet Eddaier,Sakiet Ezzit,4880569,7847 m²,,,vigne,,7847.71,621.91
Sfax,Sakiet Eddaier,Agareb,3966021,8571 m²,,,,,8571.29,462.71
Sfax,Agareb,Sakiet Ezzit,1098989,45867 m²,,électricité,olivier,,45867.68,23.96
Sfax,Sfax Sud,Sfax Sud,7715520,41766 m²,,,vigne,,41766.47,184.73
Sfax,Sakiet Eddaier,Thyna,895777,2423 m²,,électricité,olivier,,2423.05,369.69
Sfax,Agareb,El Attaya,16410569,59512 m²,,,,,59512.49,275.75
Sfax,Sakiet Eddaier,El Attaya,22090439,35797 m²,,électricité,vigne,titre foncier,35797.76,617.09
Sfax,Agareb,Agareb,21731137,46937 m²,,eau,olivier,,46937.53,462.98
Sfax,Sakiet Eddaier,Thyna,5267942,21142 m²,,,,titre foncier,21142.81,249.16
Sfax,Sakiet Eddaier,El Attaya,781620,6697 m²,,électricité,,titre foncier,6697.12,116.71
Sfax,Sakiet Eddaier,Route de Mahdia,13183837,25175 m²,,eau,,,25175.37,523.68
Sfax,Agareb,Essaltania,22656927,35283 m²,,aucune,agrumes,titre foncier,35283.47,642.14
Sfax,Sakiet Eddaier,Route El Ain,94568,199 m²,,électricité,agrumes,titre foncier,199.39,474.29
Sfax,Agareb,Route Teniour,3834211,37113 m²,,aucune,olivier,titre foncier,37113.65,103.31
Sfax,Sfax Sud,Essaltania,16362617,40736 m²,,eau,olivier,,40736.47,401.67
Sfax,Sfax Sud,Sidi Salah,12421105,17625 m²,,,olivier,titre foncier,17625.34,704.73
Sfax,Sfax Sud,Route El Ain,3815011,24002 m²,,,agrumes,titre foncier,24002.84,158.94
Sfax,Sfax Sud,Menzel Chaker,32297725,51960 m²,,,agrumes,titre foncier,51960.69,621.58
Sfax,Sakiet Eddaier,El Attaya,2914799,22605 m²,,électricité,olivier,titre foncier,22605.86,128.94
Sfax,Sakiet Eddaier,Sakiet Eddaier,11251070,29778 m²,,,agrumes,,29778.13,377.83
Sfax,Agareb,Agareb,11280954,15456 m²,,,agrumes,,15456.75,729.84
Sfax,Sakiet Eddaier,Sakiet Eddaier,20309425,55752 m²,,électricité,,titre foncier,55752.24,364.28
Sfax,Agareb,Sakiet Ezzit,6855864,10384 m²,,électricité,olivier,,10384.37,660.21
Sfax,Sfax Sud,Menzel Chaker,11674961,29221 m²,,,agrumes,,29221.74,399.53
Sfax,Agareb,Route de Mahdia,23493125,32899 m²,,,agrumes,,32899.39,714.09
Sfax,Agareb,Route El Ain,13001132,32162 m²,,,agrumes,,32162.71,404.23
Sfax,Sakiet Eddaier,Sakiet Ezzit,15807467,21910 m²,,eau,,titre foncier,21910.69,721.45
Sfax,Sakiet Eddaier,Sakiet Ezzit,5611902,39690 m²,,électricité,agrumes,,39690.94,141.39
Sfax,Agareb,El Attaya,668902,25816 m²,,électricité,,,25816.39,25.91
Sfax,Sakiet Eddaier,Route Teniour,11284859,32114 m²,,,olivier,titre foncier,32114.0,351.4
Sfax,Sfax Sud,Sakiet Ezzit,32974809,44965 m²,,électricité,agrumes,,44965.24,733.34
Sfax,Agareb,Sakiet Ezzit,18060000,28469 m²,,eau,agrumes,titre foncier,28469.64,634.36
Sfax,Sakiet Eddaier,Agareb,2888606,7661 m²,,,olivier,,7661.68,377.02
Sfax,Sakiet Eddaier,Route El Ain,32724839,55979 m²,,eau,olivier,,55979.13,584.59
Sfax,Agareb,Sidi Salah,5120866,53751 m²,,,agrumes,titre foncier,53751.09,95.27
Sfax,Agareb,Sakiet Ezzit,33519249,55372 m²,,,vigne,,55372.6,605.34
Sfax,Sfax Sud,Sidi Salah,4261727,32800 m²,,aucune,vigne,titre foncier,32800.18,129.93
Sfax,Sakiet Eddaier,Sfax Sud,16274176,41149 m²,,,vigne,titre foncier,41149.4,395.49
Sfax,Sfax Sud,El Khazzanette,20786496,37978 m²,,eau,agrumes,,37978.69,547.32
Sfax,Agareb,El Attaya,10027466,19162 m²,,eau,olivier,,19162.35,523.29
Sfax,Agareb,Route Teniour,13301710,43716 m²,,,olivier,titre foncier,43716.8,304.27
Sfax,Agareb,Thyna,23486210,42628 m²,,électricité,agrumes,,42628.57,550.95
Sfax,Sakiet Eddaier,Menzel Chaker,19512159,37768 m²,,eau,,,37768.15,516.63
Sfax,Sakiet Eddaier,Sfax Sud,2189502,3930 m²,,électricité,,titre foncier,3930.32,557.08
Sfax,Sfax Sud,Thyna,5383803,34511 m²,,électricité,agrumes,titre foncier,34511.56,156.0
Sfax,Sakiet Eddaier,Thyna,4819795,10350 m²,,eau,olivier,titre foncier,10350.46,465.66
Sfax,Sfax Sud,Route Teniour,14912648,29345 m²,,eau,,titre foncier,29345.21,508.18
Sfax,Sfax Sud,Sakiet Eddaier,17065002,23921 m²,,,,titre foncier,23921.0,713.39
Sfax,Sfax Sud,Thyna,29106990,44211 m²,,eau,vigne,titre foncier,44211.36,658.36
Sfax,Agareb,Route Teniour,11905446,38817 m²,,eau,agrumes,,38817.89,306.7
Sfax,Agareb,El Attaya,12107432,46372 m²,,,vigne,titre foncier,46372.64,261.09
Sfax,Sfax Sud,Agareb,10311145,49570 m²,,électricité,,titre foncier,49570.43,208.01
Sfax,Agareb,Thyna,20052633,38298 m²,,aucune,vigne,titre foncier,38298.35,523.59
Sfax,Sfax Sud,Route de Mahdia,17229,574 m²,,eau,olivier,,574.89,29.97
Sfax,Sfax Sud,Thyna,23452054,56077 m²,,aucune,olivier,,56077.22,418.21
Sfax,Sakiet Eddaier,Sakiet Eddaier,3243347,13301 m²,,,olivier,,13301.13,243.84
Sfax,Sfax Sud,Sakiet Ezzit,2439784,47652 m²,,électricité,vigne,,47652.04,51.2
Sfax,Agareb,Agareb,6697510,9867 m²,,aucune,,,9867.71,678.73
Sfax,Sakiet Eddaier,Essaltania,1084572,30135 m²,,,vigne,titre foncier,30135.38,35.99
Sfax,Sfax Sud,Menzel Chaker,35315633,52973 m²,,aucune,,,52973.98,666.66
Sfax,Agareb,Menzel Chaker,20354733,39301 m²,,électricité,,titre foncier,39301.68,517.91
Sfax,Sakiet Eddaier,Thyna,13969241,46660 m²,,électricité,agrumes,,46660.57,299.38
Sfax,Sakiet Eddaier,Sakiet Ezzit,9262,107 m²,,électricité,,titre foncier,107.89,85.85
Sfax,Sfax Sud,Thyna,5998892,8986 m²,,eau,,,8986.97,667.51
Sfax,Sfax Sud,Sakiet Ezzit,14086660,25796 m²,,,,titre foncier,25796.91,546.06
Sfax,Sakiet Eddaier,Route El Ain,15105658,42523 m²,,électricité,vigne,titre foncier,42523.6,355.23
Sfax,Agareb,Sfax Sud,16519031,23212 m²,,aucune,olivier,titre foncier,23212.95,711.63
Sfax,Sfax Sud,Thyna,2826582,8083 m²,,aucune,olivier,,8083.11,349.69
Sfax,Agareb,Essaltania,4426645,28939 m²,,électricité,,titre foncier,28939.89,152.96
Sfax,Sfax Sud,Menzel Chaker,22112100,36954 m²,,,,,36954.51,598.36
Sfax,Agareb,Sakiet Ezzit,26424147,43648 m²,,aucune,,,43648.14,605.39
Sfax,Sakiet Eddaier,Agareb,9707737,38556 m²,,électricité,vigne,,38556.43,251.78
Sfax,Agareb,El Attaya,596960,2774 m²,,aucune,vigne,titre foncier,2774.24,215.18
Sfax,Agareb,Agareb,14116584,40119 m²,,électricité,olivier,,40119.89,351.86
Sfax,Sakiet Eddaier,Agareb,17755022,37976 m²,,aucune,olivier,,37976.22,467.53
